User ID,name,Gender,Age,EstimatedSalary,Purchased
10130,Jennifer Williams,Female,49,41051,1
10131,Anthony Chavez,Male,52,48039,0
10132,Kathryn Tate,Male,42,88074,0
10133,Jake Lowe,Female,55,102681,0
10134,Jennifer Mendoza,Female,55,42341,0
10135,Corey Myers,Male,52,146542,0
10136,Michelle Morgan,Female,47,128693,0
10137,Joseph Davis,Male,43,113378,0
10138,Brett Ellis,Female,39,108204,0
10139,Gary Willis,Male,47,29188,1
10140,Cesar Baker,Male,48,129795,1
10141,Crystal Reeves,Male,49,38441,0
10142,Michael Frost,Female,43,125862,0
10143,Savannah Walker,Male,45,47021,1
10144,Shawn Bowman Jr.,Male,34,9484,0
10145,Tyler King,Male,28,99533,0
10146,Kathryn Mejia,Female,59,50527,0
10147,Joshua Gallegos,Male,46,128647,0
10148,Caroline Simon,Male,36,87846,1
10149,Tiffany Mendez,Male,47,14347,1
10150,Heather Jensen,Male,40,67102,0
10151,Jennifer Mccarthy,Female,31,63155,0
10152,Mario Sanchez,Male,36,52766,0
10153,Cody Whitaker,Female,37,87665,1
10154,Nicole Gonzalez,Male,35,142487,0
10155,Shannon Parks,Female,20,47408,1
10156,Samuel Cannon,Male,56,128625,1
10157,Jennifer Gardner,Male,31,134767,0
10158,Jeffrey Hutchinson,Male,23,106913,0
10159,Kathleen Patrick,Female,39,128344,0
10160,William Melendez,Female,33,115018,1
10161,Bryan Petersen Jr.,Male,52,90081,1
10162,Rachel Lopez,Male,58,107864,0
10163,Cody Kirk,Male,59,147184,0
10164,Mary Johnson,Male,29,71505,0
10165,Matthew Jones,Male,51,85921,0
10166,Melissa Wolf,Female,23,149847,1
10167,Pam Sandoval,Female,44,113254,1
10168,Eddie Ayers,Female,41,70759,1
10169,Jessica Davis,Male,53,128227,0
10170,Michael Kennedy,Female,32,46972,1
10171,Lynn Martinez,Female,44,129524,0
10172,Bryan Williams,Female,45,76958,0
10173,Daniel Houston,Male,28,125042,0
10174,Tasha Arroyo,Female,21,107375,1
10175,Derek Davis,Male,55,29695,0
10176,Alan Martin,Male,38,54887,1
10177,Jason Shields,Male,32,130903,0
10178,Mary Rodriguez,Male,30,110539,0
10179,William Sanchez,Male,44,11842,0
10180,Melinda Morgan,Female,55,44839,0
10181,Robert White,Female,28,113719,1
10182,Michael Green,Male,34,88405,1
10183,Terry Duran,Female,44,77683,0
10184,Mrs. Brianna Massey,Female,44,77089,1
10185,Cheryl Luna,Female,27,86479,1
10186,Emily Taylor,Male,44,102491,0
10187,Connie Davidson,Male,59,25051,0
10188,Jonathan Smith,Female,36,38293,1
10189,Elizabeth Leonard,Male,52,103114,0
10190,Michael Parker,Male,32,149815,0
10191,Danielle Smith,Female,27,139221,0
10192,April Garcia,Female,57,71558,1
10193,Scott Barber,Female,21,26162,0
10194,Bobby Dean,Female,38,121037,0
10195,Elizabeth Scott,Female,27,30812,1
10196,Morgan Johnson,Male,59,99294,0
10197,Kaitlyn Davidson MD,Female,29,108433,0
10198,Ricky Landry,Male,24,72327,1
10199,Johnathan Vargas,Male,43,79997,0
10200,Nicole Ortiz,Male,46,8790,1
10201,Aaron Myers,Male,22,38604,1
10202,Matthew Moody,Male,20,12201,1
10203,Scott Moore,Female,23,132329,-1
10204,Chad Baker,Female,48,118444,0
10205,Lori Vincent,Male,43,18886,0
10206,Daisy Mitchell,Male,34,29622,0
10207,Charles Collins,Female,44,108189,1
10208,Susan Barker,Male,29,121379,0
10209,Shane Mills,Female,22,109490,0
10210,Mark Brown,Female,40,132716,0
10211,Tamara Lopez,Male,31,58754,1
10212,Kimberly Boyd,Female,57,110953,1
10213,William Nguyen,Female,45,16780,0
10214,Ms. Donna Boyd,Female,39,81780,0
10215,Kevin Parker,Female,41,99092,0
10216,Jillian Jackson,Female,39,128951,1
10217,Michelle Wilson,Male,24,128823,0
10218,Nancy Prince,Female,30,36690,0
10219,Michelle Buckley MD,Male,33,39937,1
10220,Jesse Knox,Female,38,137508,1
10221,Katrina Hoffman,Male,30,144393,1
10222,Dana Wright,Male,55,54436,1
10223,Jerome Ross,Male,21,12620,0
10224,Priscilla Williams,Female,48,80843,0
10225,Jennifer Wright,Male,46,53410,1
10226,Alexander Martin,Female,40,67290,1
10227,Joseph Chapman,Female,54,70149,1
10228,Antonio Castro,Male,27,39075,0
10229,Jeffery Case,Male,23,71165,1
10230,Bruce Rodriguez,Female,27,109578,0
10231,Thomas Weber,Female,36,15231,1
10232,James Wilson,Male,58,31553,0
10233,David Martin,Female,58,114535,0
10234,Kimberly Skinner,Female,38,103201,1
10235,Kristina Silva,Female,58,35393,1
10236,Nicholas Mueller,Male,26,40120,0
10237,Albert Dunlap,Female,47,95717,0
10238,Robert Rocha,Female,37,29181,1
10239,Corey Vincent,Male,56,25306,0
10240,Stephanie Johnson,Male,58,12568,0
10241,Paula Grimes,Male,34,69446,0
10242,David Mccarty,Male,48,45879,0
10243,Heather Davis,Male,44,132730,1
10244,Randall Mendoza,Female,40,121625,1
10245,Jonathan Beck,Female,53,72121,1
10246,Matthew Park,Male,22,77571,1
10247,Darren Robles,Male,42,145143,0
10248,Ashley Dixon,Female,32,39011,1
10249,James Hunter,Female,51,18715,1
10250,Katherine Black,Male,39,123267,1
10251,John Manning,Female,51,45913,1
10252,Robin Pollard,Male,37,18400,1
10253,Christina Gonzalez,Male,52,59850,0
10254,Tyler Owen,Male,25,71171,1
10255,Jennifer Burke,Female,41,15153,1
10256,Natalie Johnson,Male,42,134782,1
10257,Anthony Hall,Female,31,45956,0
10258,Rhonda Morales,Male,48,8124,0
10259,Stephanie Davis,Male,44,37340,0
10260,Brian Cooper,Female,48,54972,1
10261,Kimberly Tate,Male,22,94748,0
10262,Emily Bailey,Male,49,9901,0
10263,Rhonda Lane,Female,35,121339,0
10264,Scott Gonzalez,Male,28,109612,0
10265,Gary Collins,Female,46,67260,1
10266,Michelle Dennis,Male,54,54978,0
10267,Courtney Cannon,Female,34,126200,1
10268,Daniel Smith,Male,25,103984,0
10269,Elizabeth Sims,Female,50,101575,0
10270,Joan Hopkins,Male,44,120004,0
10271,Brooke Graham,Female,42,67262,0
10272,Stacey Webb,Male,35,128703,1
10273,Sabrina Edwards,Male,22,90856,0
10274,Scott Reyes,Female,38,70674,1
10275,Michael Johnson,Female,48,29160,1
10276,Richard Harris,Male,29,25289,1
10277,Christopher Davis,Male,45,31681,0
10278,Joshua Campbell,Female,32,94882,0
10279,Bonnie Williams,Male,38,53032,0
10280,Victor Brady,Female,38,144588,0
10281,Robert Johnson,Female,35,118019,1
10282,Cynthia Key,Female,35,32149,1
10283,Gregory Haley,Female,40,120689,1
10284,Crystal Wilkerson,Female,53,36209,1
10285,Donna Kelly,Male,49,48767,1
10286,Elizabeth Holland,Female,36,11808,1
10287,Jennifer Pearson,Female,38,12722,0
10288,Helen Freeman,Male,23,144348,1
10289,Richard Randolph,Male,27,45858,-1
10290,Jonathan James,Female,42,128599,0
10291,Roy Patterson,Male,38,98519,1
10292,Thomas Allen,Male,59,125080,-1
10293,Kenneth Ball,Female,22,89329,1
10294,Tyler Brown,Female,53,76133,0
10295,Brandon Mills,Male,50,110652,0
10296,Michael Sullivan,Female,29,135512,0
10297,Nicholas Mendoza,Female,44,138976,-1
10298,Elizabeth Miller,Male,20,18930,1
10299,Daniel Patterson,Female,44,66877,0
10300,Phillip Branch,Male,44,55768,1
10301,Andrew Ross,Female,37,54621,1
10302,Robert Bowers,Male,59,135321,-1
10303,Tiffany Meyer,Female,41,119976,1
10304,Daniel Cochran,Male,38,60784,1
10305,Andrew Saunders,Female,36,38875,1
10306,Brian Nelson,Female,37,32224,0
10307,Michael Maxwell,Female,37,73051,1
10308,Christopher Barnes,Female,28,42327,1
10309,Daniel Murphy,Male,51,80177,1
10310,Alison Sanchez,Male,32,84619,1
10311,Mike Hardy,Female,52,138823,0
10312,David Walker,Male,51,73178,1
10313,David Evans,Male,43,27547,1
10314,David Anderson,Female,46,134313,1
10315,Zachary Kennedy,Male,28,83019,0
10316,Bryce Williams PhD,Female,47,47585,1
10317,Melissa Brewer,Male,23,55170,0
10318,Dr. Anthony Rice PhD,Female,56,77717,-1
10319,Nicole Holder,Male,47,19444,1
10320,Erin Thomas,Male,40,64468,0
10321,Yolanda Manning,Female,36,85701,1
10322,Brenda Foster,Male,55,66189,0
10323,Lisa Page,Male,47,134092,1
10324,Logan Lucas,Female,30,59483,1
10325,Harold Parker,Male,24,100113,1
10326,Tony Brown,Male,20,43172,0
10327,Gary Nelson,Female,38,19559,1
10328,Jeffery Carter,Male,32,123572,0
10329,Melissa Martinez,Female,38,137677,0
10330,John Doyle,Female,20,125234,1
10331,Virginia Jacobs,Female,54,132667,-1
10332,Dylan Barnes,Male,24,49347,1
10333,Jessica Reed,Female,20,86061,0
10334,John Frazier,Female,24,49166,0
10335,Ashley Barry,Female,35,128298,1
10336,John Sims,Female,28,34046,1
10337,Michele Alexander,Male,42,12176,1
10338,Theresa Lucero MD,Male,39,69871,0
10339,Troy Hawkins,Female,56,50322,0
10340,Chad Young,Male,23,48214,-1
10341,Mark Grant MD,Female,40,78276,0
10342,Kevin Cochran,Male,45,95244,0
10343,Mark Edwards,Female,20,79006,0
10344,Wayne White,Female,37,66858,0
10345,Chad Perry,Male,51,109229,1
10346,Robert Baxter,Male,49,24578,1
10347,Jaime Gardner,Male,35,95496,1
10348,David Ward,Female,36,39919,0
10349,Eric Jackson,Female,33,85354,0
10350,James Mitchell,Female,41,61286,0
10351,Eddie Cortez,Female,48,106291,1
10352,Kelsey Miller,Female,57,68215,1
10353,Justin Cruz,Male,53,135977,1
10354,Elizabeth Thomas,Female,30,35084,0
10355,Colleen Turner,Male,53,142498,1
10356,Amanda Ali,Female,41,14040,1
10357,Jennifer Davis,Female,27,148459,1
10358,Courtney Brown,Male,40,21383,0
10359,Kimberly Roy,Female,47,74243,-1
10360,Eric Villa,Male,37,35482,0
10361,Roy Kline,Male,27,77964,1
10362,Taylor Williams,Male,53,103265,1
10363,Brittany Wilson,Male,23,140709,1
10364,Pamela Horton,Female,47,31579,1
10365,Jennifer Evans,Male,40,76383,-1
10366,Joshua Jenkins,Male,33,10850,1
10367,David Howard,Male,52,43516,0
10368,Edwin Ford,Male,39,43003,1
10369,Edward Hill,Female,34,26100,0
10370,Thomas Peterson,Female,30,138625,0
10371,Brian Wilson,Male,51,59170,0
10372,Tina Livingston,Male,43,29916,0
10373,Angie Merritt,Female,23,147571,1
10374,Ronald Clark,Female,58,43808,1
10375,Randall Barron,Male,40,116003,0
10376,Joshua Horton,Male,48,96864,1
10377,Rachel Jones,Male,35,91847,1
10378,Stephen Garrett,Female,32,35161,0
10379,David Bartlett,Female,49,139021,0
10380,Curtis Conrad,Male,50,72831,1
10381,John Sanchez,Male,30,109629,1
10382,Matthew Burnett,Male,49,9482,1
10383,Daniel Merritt,Male,47,91586,0
10384,Taylor Morales,Male,22,26666,0
10385,Rachel Smith,Male,55,86607,1
10386,Morgan Davis,Female,32,39836,1
10387,Brandon Cooper,Female,44,145518,1
10388,Rose Rubio,Female,55,84598,0
10389,Nicole Schmitt,Male,23,86297,1
10390,Jason Robertson,Female,51,8418,0
10391,Mark Wright,Female,43,16702,0
10392,Robert Olson,Male,52,127955,1
10393,Arthur Harrison,Male,21,145956,-1
10394,Emily Larson,Male,36,82622,1
10395,Marcia Stewart,Female,40,23718,0
10396,Brian Ewing,Male,41,8634,0
10397,Peter Davis,Male,29,38246,0
10398,Jessica Holt,Female,49,82018,0
10399,Melinda Peterson,Male,48,96297,0
10400,Victoria Mack,Male,48,41270,0
10401,Antonio Wilson,Female,31,34714,0
10402,John Freeman,Male,41,24192,1
10403,Jaclyn Oliver,Male,47,110703,1
10404,James Fitzgerald,Male,30,30107,0
10405,Austin Ross,Male,29,145161,1
10406,Isabella Baird,Male,20,55644,1
10407,Connie Kelley,Female,21,40932,0
10408,Mark Miller,Male,43,126233,0
10409,Kevin Smith,Male,52,101708,1
10410,James Watson,Female,49,56460,0
10411,Andrew Martinez,Male,25,41462,-1
10412,Louis Owen,Male,29,21148,0
10413,Justin Peterson,Male,32,96725,1
10414,Dustin Zavala,Male,24,133167,1
10415,Derek Thompson,Female,23,88567,1
10416,Jacob Wallace,Male,53,25753,1
10417,Michael Martinez,Male,37,100362,1
10418,Rickey Moreno,Male,39,66958,0
10419,Brenda Morton,Male,46,127393,0
10420,Nicholas Walls,Male,51,68965,1
10421,Haley Thornton,Male,35,48987,0
10422,Dana Jimenez MD,Female,55,115730,0
10423,Robert Bryant,Female,41,146690,-1
10424,Maria Rosales,Female,25,20949,1
10425,Megan Bradford,Male,46,45224,0
10426,Emily Terry,Male,52,134484,0
10427,Samantha Morton,Female,53,122701,0
10428,Victor Bates,Female,22,137279,1
10429,Dr. Timothy Mooney MD,Male,48,22089,0
10430,Nichole Garrison,Female,42,46791,1
10431,Billy Fry,Male,48,18530,1
10432,Holly Johnson,Female,38,98582,1
10433,Marilyn Finley,Male,28,26789,1
10434,Amy Shah,Female,57,126078,1
10435,Hector Davis,Male,58,67890,0
10436,Bethany Davidson,Female,22,123194,0
10437,Madison Nelson,Male,27,120103,0
10438,Cynthia Mason,Male,56,26442,0
10439,Paul Garcia,Female,53,35432,1
10440,Steven Robinson,Female,45,37054,1
10441,Ashley Brown,Male,20,74059,0
10442,Susan Smith,Male,21,119837,1
10443,Ashley Martinez,Female,55,73790,0
10444,Curtis Mccullough,Male,54,122244,0
10445,Thomas Banks,Female,49,91784,0
10446,Tony Nguyen,Male,24,30515,1
10447,Andrew Miller,Male,38,16356,0
10448,James Gonzales,Male,42,99380,1
10449,Elizabeth Warren,Male,55,11766,1
10450,Megan Meyer,Male,28,48629,1
10451,William Gonzalez,Male,33,16193,0
10452,Jose Mckee,Male,28,70586,-1
10453,Michael Marshall,Male,35,19163,1
10454,Rebecca Bell,Male,25,28589,0
10455,John Nelson,Female,40,94381,1
10456,Kristin Sosa,Male,52,69412,1
10457,Thomas Davis,Female,56,63794,1
10458,Amanda Robinson,Female,56,23900,0
10459,Mrs. Andrea Hayden,Female,45,109990,0
10460,Kristine Davis,Male,49,113558,0
10461,Victoria Mercado,Male,54,48921,0
10462,Tara Douglas,Female,31,145646,1
10463,Nicholas Bailey,Male,50,48075,0
10464,Megan Stein,Male,21,8996,0
10465,Ms. Shawna Mann,Female,54,24004,1
10466,Rachael Acosta,Male,57,81766,0
10467,Jonathan Martin,Female,45,89151,1
10468,Christina Gonzalez,Male,45,14629,1
10469,Kyle Hogan,Female,29,93548,0
10470,Sonia Butler,Male,41,123010,1
10471,Rickey Snyder,Male,48,68803,1
10472,Brett Ritter,Male,22,29345,1
10473,Joshua Davis,Female,41,110042,1
10474,Traci Harris,Female,31,60734,0
10475,Valerie Carter,Male,41,95707,0
10476,Sheila Gomez,Male,49,107939,1
10477,Sonya Shaffer,Female,49,84058,1
10478,Edwin Bradley,Male,55,47442,0
10479,John Caldwell,Male,31,41045,0
10480,Jessica Hunter,Male,29,123149,0
10481,Alexandra Eaton,Male,26,142320,1
10482,Bobby Sanchez,Male,57,16086,-1
10483,Alan Miller,Male,35,91374,-1
10484,Mandy Kelly,Female,41,56904,0
10485,Dawn Oliver,Female,58,102671,0
10486,Mark Phillips DDS,Male,38,50129,1
10487,Darren Jones,Male,33,97527,0
10488,Erika Fields,Male,47,123216,0
10489,Julie Booth,Female,41,29700,0
10490,Kathy Miller,Female,45,92223,0
10491,Leroy Baker,Female,34,95296,0
10492,Roberto Gomez,Male,45,56134,1
10493,Christopher Brooks,Female,42,130778,1
10494,Elizabeth Thompson DDS,Female,41,34956,0
10495,Helen Norris,Female,41,19669,1
10496,Louis Martin,Male,27,84543,1
10497,Jennifer Caldwell,Male,52,143005,1
10498,Angela Marsh,Male,27,136074,0
10499,Amanda Burch,Female,35,46512,0
10500,Kristina Nichols,Female,26,56371,1
10501,Walter Simpson,Male,53,24833,0
10502,Joseph George,Male,56,113324,0
10503,Trevor Henry,Female,32,148464,0
10504,Vanessa Richards,Female,31,149030,1
10505,Lori Brown,Female,51,52229,1
10506,Nicole Hamilton,Female,27,107978,0
10507,Erika Mayer,Male,28,74532,0
10508,Susan Ryan,Female,58,22020,0
10509,Danny Lee,Female,42,129873,1
10510,Dr. Rebecca Henry,Male,57,16286,0
10511,Eric Simon,Female,34,87999,1
10512,Sandra Mitchell,Male,57,114430,1
10513,Patricia Graham,Female,38,112749,0
10514,Robert King,Female,29,142811,1
10515,Gabrielle Campbell,Female,58,91243,0
10516,Daniel Webb Jr.,Male,22,136410,1
10517,Kathy Chambers,Male,20,75287,1
10518,Brooke Roberts,Male,58,15188,1
10519,Stefanie Smith,Male,45,10695,0
10520,Vincent Scott,Male,32,56537,-1
10521,Regina Miller,Male,22,103005,1
10522,Kyle Lewis,Female,29,132967,0
10523,April Frank,Female,35,25251,0
10524,Steven Rangel,Male,59,45917,0
10525,Taylor Williams,Male,40,47726,0
10526,James Carroll,Female,39,31317,1
10527,Denise Mendez,Female,49,118127,0
10528,Keith Myers,Female,52,133154,0
10529,Philip Greene,Male,52,100015,1
10530,Thomas Arellano,Female,26,22429,0
10531,Dakota Ware,Male,52,37616,1
10532,Edward Cook,Female,45,38715,1
10533,Erin Wells,Male,24,81257,1
10534,Nicholas Becker,Male,50,133663,1
10535,James Jones,Female,44,45783,0
10536,Katie Coleman,Male,47,104154,0
10537,Jennifer Nichols,Female,24,30030,1
10538,Aaron Park,Female,45,69944,1
10539,Megan Gutierrez,Male,42,91571,1
10540,Aaron Mckay,Female,41,126178,1
10541,Deborah Jensen,Male,45,109312,1
10542,Tammy Trujillo,Male,37,66862,1
10543,Susan Lee,Male,27,139744,0
10544,Brenda Mercer,Female,48,147631,1
10545,Kimberly Williams,Female,44,43107,1
10546,David Lopez,Female,51,74090,0
10547,Daniel Mercer,Female,30,106090,0
10548,Emily Neal,Female,39,59569,-1
10549,Alvin Palmer,Male,21,96558,0
10550,Jason Bullock,Female,24,41038,0
10551,Douglas Richardson,Male,52,131780,1
10552,Juan Ruiz,Female,42,146031,0
10553,Desiree Simpson,Male,23,129474,0
10554,Matthew Garcia,Male,59,82106,0
10555,Amber Miller,Female,28,102802,-1
10556,Jillian Good,Male,22,93715,0
10557,Charles Ford,Female,45,131061,1
10558,Jimmy Davis,Female,56,138419,1
10559,Laurie Wilson,Male,44,18782,0
10560,Micheal Hernandez,Male,29,85062,0
10561,Jacob Mendez,Male,38,115838,0
10562,Brandon Jackson,Female,38,128162,1
10563,Shannon Gillespie,Male,31,66989,1
10564,Nicole Martinez,Female,28,100140,1
10565,Tina Ruiz MD,Female,22,76750,0
10566,Peggy Harrell,Female,20,110002,1
10567,Jose Lopez,Female,25,82533,0
10568,Aaron Powell,Male,56,146122,1
10569,Kimberly Gutierrez,Female,42,122381,0
10570,Jessica Blair,Male,57,46634,0
10571,Michelle Williams,Female,34,135135,-1
10572,Wanda Vazquez,Male,20,26151,0
10573,Margaret Allen,Female,41,96705,1
10574,Christina Reynolds,Male,21,125271,1
10575,Sabrina Rush,Male,23,21904,0
10576,Lauren Wang,Female,34,106287,0
10577,Tracy Knight,Male,53,76295,1
10578,Seth Stewart,Female,30,132909,1
10579,Nathan Walker,Male,40,63936,1
10580,Angela Hall,Male,43,18050,0
10581,James Hamilton,Male,29,86137,0
10582,Lisa Myers,Female,22,25053,1
10583,Pamela Boyle,Female,25,89855,1
10584,Jacob Gonzalez,Female,37,52356,0
10585,Courtney Brown,Male,57,66142,0
10586,James Moran,Male,32,98272,0
10587,Theresa Thomas,Female,36,97239,0
10588,Christina Horn MD,Male,35,139783,1
10589,Kiara Anderson,Female,31,27127,1
10590,Crystal King,Male,47,46240,0
10591,Stacy Johnson,Female,51,99644,0
10592,Christina Herrera,Female,55,119842,1
10593,Jaime Mullins,Male,30,48255,0
10594,Jacqueline Mays,Female,20,56523,1
10595,John Smith,Female,55,42537,-1
10596,Linda Mendez,Female,48,119460,0
10597,Traci York,Female,24,87381,1
10598,Matthew Cole,Female,57,41656,0
10599,Alejandra Lopez,Male,37,63468,1
10600,Ricky Jones,Female,32,111492,1
10601,Mrs. Erin Schultz,Female,43,14623,0
10602,Rebekah Schneider,Male,29,137857,0
10603,Michael Brandt,Male,36,71393,1
10604,Michael Long,Male,38,8901,1
10605,Edward Kidd,Male,23,35809,0
10606,Kathy Joyce,Female,39,147135,1
10607,Alexander Figueroa,Female,27,54967,1
10608,Michael Shea,Female,28,124175,0
10609,Michael Taylor,Male,40,63086,1
10610,Mr. Jeremy Lopez,Female,35,77008,1
10611,Susan Weaver,Male,55,65612,1
10612,Michael Fritz,Female,41,40765,0
10613,Allison Davis,Male,31,144517,0
10614,Adam Randall,Male,20,126897,0
10615,Denise Orozco,Female,28,13526,1
10616,Yvonne Ramirez,Male,55,49994,1
10617,John Galloway,Male,57,120289,0
10618,Darrell Hicks,Female,40,73808,1
10619,Bobby Williams,Female,49,146385,0
10620,Zachary Wagner PhD,Male,25,29712,1
10621,Justin Johnson,Female,35,17387,0
10622,Katherine Martin,Female,52,12688,0
10623,Benjamin Simpson,Female,30,39879,0
10624,Timothy Richardson,Male,55,90807,1
10625,Catherine Knight,Male,55,56573,1
10626,Isaiah Harris,Male,32,102326,0
10627,Tamara Baker,Female,58,83880,1
10628,Steven Chambers,Female,51,15178,1
10629,Tiffany Clark,Male,34,112073,0
10630,Cynthia Hubbard,Female,20,106949,1
10631,Sarah Hutchinson,Female,23,22373,1
10632,Elizabeth Clark,Male,45,126975,0
10633,Kyle Thomas,Male,55,53945,1
10634,Brittany Hall,Male,22,126799,0
10635,Jennifer Harvey,Male,59,90428,1
10636,Austin Williams,Male,22,32589,0
10637,Dale Poole,Female,28,9659,0
10638,Robert Compton,Female,37,130372,1
10639,Amanda Bradley,Male,28,22587,1
10640,Angela Horne,Male,36,87100,1
10641,Danielle Snow,Male,29,131400,0
10642,Jordan Hayes,Female,33,44583,0
10643,Peter Martin,Male,30,122741,0
10644,Brandon Smith,Female,27,47094,0
10645,Robert Davis,Male,56,32836,-1
10646,Brett Davis,Male,38,21848,0
10647,Dr. Jennifer Johnston,Female,58,146316,1
10648,Amber Bailey,Female,38,140342,1
10649,Rebecca Choi,Female,39,55026,0
